id,version_number,total_versions,version_date,status,study_start_date,completion_date,completion_date_type,criteria,primary_outcomes,secondary_outcomes,other_outcomes,first_reg_date,final_status
NCT01486329,1,6,2011-12-05,Not yet recruiting,2011-12-01,2012-12-01,Anticipated,"[""Inclusion Criteria:\n\nWritten informed consent, signed and dated\nLocally advanced, inoperable and stage IV pancreatic cancer patients according to UICC based on diagnostic imaging using computer-tomography (CT) or histological examinations\nMale or post-menopausal female\nAge above or equal to 18 years\nChemotherapy naïve within 60 days before screening visit except gemcitabine treatment\nKarnovsky index >70\nLife expectancy >3 months\nAdequate renal, hepatic, and bone marrow function\nAbsolute neutrophil count >1500/µL\nHemoglobin >10 g/dL\nPlatelets >75000/µL\nProthrombin time and international normalized ratio (INR) <1.5 times upper limit of normal (ULN) (except under anticoagulant treatment)\nAspartate aminotransferase <4 times ULN\nAlanine aminotransferase <4 times ULN\nTotal bilirubin <3 times ULN\nCreatinine clearance estimated according to Cockcroft-Gault >30 mL/min\nProteinuria <1 g protein on 24 h urine collection\n\nExclusion Criteria:\n\nState after pancreas resection (complete or partial)\nResectable disease\nDrug trial participation within 60 days before screening visit\nOther previous or current malignancy except basal or squamous cell skin cancer, in situ cervical cancer, or any other cancer from which the patient has been disease-free for <2 years\nPrior vaccination with Ty21a\nCardiovascular disease defined as:\nUncontrolled hypertension (systolic blood pressure >160 mmHg or diastolic blood pressure >100 mmHg)\nArterial thromboembolic event within 6 months before randomization including:\nMyocardial infarction\nUnstable angina pectoris\nCerebrovascular accident\nTransient ischemic attack\nCongestive heart failure New York Heart Association grade III to IV\nSerious ventricular arrhythmia requiring medication\nClinically significant peripheral artery disease > grade 2b according to Fontaine\nHemoptysis within 6 months before randomization\nEsophageal varices\nUpper or lower gastrointestinal bleeding within 6 months before randomization\nSignificant traumatic injury within 4 weeks before randomization\nNon-healing wound, bone fracture or any history of gastrointestinal ulcers within three years before inclusion, or positive gastroscopy within 3 months before inclusion\nGastrointestinal fistula\nThrombolysis therapy within 4 weeks before randomization\nBowel obstruction within the last 30 days before screening visit\nLiver cirrhosis ≥ grade B according to Child-Pugh Score-Classification\nPresence of any acute or chronic systemic infection\nRadiotherapy within 4 weeks before randomization\nMajor surgical procedures, or open biopsy within 4 weeks before randomization\nFine needle aspiration within 7 days before randomization\nChronic concurrent therapy within 2 weeks before and during the double-blind study period with:\nCorticosteroids (except steroids for adrenal failure) or immunosuppressive agents\nAntibiotics\nBevacizumab\nAny epidermal growth factor receptor inhibitor\nChemotherapy except gemcitabine before Day 10\nMulti-drug resistant gram-negative germ\nPregnancy\nLactation\nInability to comply with study and/or follow-up procedures\nHistory of other disease, metabolic dysfunction, physical examination finding, or clinical laboratory finding giving reasonable suspicion of a disease or condition that contraindicates the use of an investigational drug or that might affect the interpretation of the study results or render the patient at high risk for treatment complications\nWomen of childbearing potential\nAny history of drug hypersensitivity\nAny condition which results in an undue risk for the patient during the study participation according to the investigator""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability\n[ Time Frame: 38 days ]\n\nNumber of dose-limiting toxicities and maximum tolerated dose""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Immune response\n[ Time Frame: Up to 24 months ]\n\nNumber of immune positive patients""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Tumor staging\n[ Time Frame: Up to 24 months ]\n\nTumor staging according to RECIST criteria""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Tumor perfusion\n[ Time Frame: Up to 24 months ]\n\nTumor perfusion determined by DCE-MRI""}]",[],2011-12-05,Completed
NCT01486329,2,6,2011-12-07,Recruiting,2011-12-01,2012-12-01,Anticipated,"[""Inclusion Criteria:\n\nWritten informed consent, signed and dated\nLocally advanced, inoperable and stage IV pancreatic cancer patients according to UICC based on diagnostic imaging using computer-tomography (CT) or histological examinations\nMale or post-menopausal female\nAge above or equal to 18 years\nChemotherapy naïve within 60 days before screening visit except gemcitabine treatment\nKarnovsky index >70\nLife expectancy >3 months\nAdequate renal, hepatic, and bone marrow function\nAbsolute neutrophil count >1500/µL\nHemoglobin >10 g/dL\nPlatelets >75000/µL\nProthrombin time and international normalized ratio (INR) <1.5 times upper limit of normal (ULN) (except under anticoagulant treatment)\nAspartate aminotransferase <4 times ULN\nAlanine aminotransferase <4 times ULN\nTotal bilirubin <3 times ULN\nCreatinine clearance estimated according to Cockcroft-Gault >30 mL/min\nProteinuria <1 g protein on 24 h urine collection\n\nExclusion Criteria:\n\nState after pancreas resection (complete or partial)\nResectable disease\nDrug trial participation within 60 days before screening visit\nOther previous or current malignancy except basal or squamous cell skin cancer, in situ cervical cancer, or any other cancer from which the patient has been disease-free for <2 years\nPrior vaccination with Ty21a\nCardiovascular disease defined as:\nUncontrolled hypertension (systolic blood pressure >160 mmHg or diastolic blood pressure >100 mmHg)\nArterial thromboembolic event within 6 months before randomization including:\nMyocardial infarction\nUnstable angina pectoris\nCerebrovascular accident\nTransient ischemic attack\nCongestive heart failure New York Heart Association grade III to IV\nSerious ventricular arrhythmia requiring medication\nClinically significant peripheral artery disease > grade 2b according to Fontaine\nHemoptysis within 6 months before randomization\nEsophageal varices\nUpper or lower gastrointestinal bleeding within 6 months before randomization\nSignificant traumatic injury within 4 weeks before randomization\nNon-healing wound, bone fracture or any history of gastrointestinal ulcers within three years before inclusion, or positive gastroscopy within 3 months before inclusion\nGastrointestinal fistula\nThrombolysis therapy within 4 weeks before randomization\nBowel obstruction within the last 30 days before screening visit\nLiver cirrhosis ≥ grade B according to Child-Pugh Score-Classification\nPresence of any acute or chronic systemic infection\nRadiotherapy within 4 weeks before randomization\nMajor surgical procedures, or open biopsy within 4 weeks before randomization\nFine needle aspiration within 7 days before randomization\nChronic concurrent therapy within 2 weeks before and during the double-blind study period with:\nCorticosteroids (except steroids for adrenal failure) or immunosuppressive agents\nAntibiotics\nBevacizumab\nAny epidermal growth factor receptor inhibitor\nChemotherapy except gemcitabine before Day 10\nMulti-drug resistant gram-negative germ\nPregnancy\nLactation\nInability to comply with study and/or follow-up procedures\nHistory of other disease, metabolic dysfunction, physical examination finding, or clinical laboratory finding giving reasonable suspicion of a disease or condition that contraindicates the use of an investigational drug or that might affect the interpretation of the study results or render the patient at high risk for treatment complications\nWomen of childbearing potential\nAny history of drug hypersensitivity\nAny condition which results in an undue risk for the patient during the study participation according to the investigator""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability\n[ Time Frame: 38 days ]\n\nNumber of dose-limiting toxicities and maximum tolerated dose""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Immune response\n[ Time Frame: Up to 24 months ]\n\nNumber of immune positive patients""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Tumor staging\n[ Time Frame: Up to 24 months ]\n\nTumor staging according to RECIST criteria""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Tumor perfusion\n[ Time Frame: Up to 24 months ]\n\nTumor perfusion determined by DCE-MRI""}]",[],2011-12-05,Completed
NCT01486329,3,6,2014-02-04,Recruiting,2011-12-01,2014-10-01,Anticipated,"[""Inclusion Criteria:\n\nWritten informed consent, signed and dated\nLocally advanced, inoperable and stage IV pancreatic cancer patients according to UICC based on diagnostic imaging using computer-tomography (CT) or histological examinations\nMale or post-menopausal female\nAge above or equal to 18 years\nChemotherapy naïve within 60 days before screening visit except gemcitabine treatment\nKarnovsky index >70\nLife expectancy >3 months\nAdequate renal, hepatic, and bone marrow function\nAbsolute neutrophil count >1500/µL\nHemoglobin >10 g/dL\nPlatelets >75000/µL\nProthrombin time and international normalized ratio (INR) <1.5 times upper limit of normal (ULN) (except under anticoagulant treatment)\nAspartate aminotransferase <4 times ULN\nAlanine aminotransferase <4 times ULN\nTotal bilirubin <3 times ULN\nCreatinine clearance estimated according to Cockcroft-Gault >30 mL/min\nProteinuria <1 g protein on 24 h urine collection\n\nExclusion Criteria:\n\nState after pancreas resection (complete or partial)\nResectable disease\nDrug trial participation within 60 days before screening visit\nOther previous or current malignancy except basal or squamous cell skin cancer, in situ cervical cancer, or any other cancer from which the patient has been disease-free for <2 years\nPrior vaccination with Ty21a\nCardiovascular disease defined as:\nUncontrolled hypertension (systolic blood pressure >160 mmHg or diastolic blood pressure >100 mmHg)\nArterial thromboembolic event within 6 months before randomization including:\nMyocardial infarction\nUnstable angina pectoris\nCerebrovascular accident\nTransient ischemic attack\nCongestive heart failure New York Heart Association grade III to IV\nSerious ventricular arrhythmia requiring medication\nClinically significant peripheral artery disease > grade 2b according to Fontaine\nHemoptysis within 6 months before randomization\nEsophageal varices\nUpper or lower gastrointestinal bleeding within 6 months before randomization\nSignificant traumatic injury within 4 weeks before randomization\nNon-healing wound, bone fracture or any history of gastrointestinal ulcers within three years before inclusion, or positive gastroscopy within 3 months before inclusion\nGastrointestinal fistula\nThrombolysis therapy within 4 weeks before randomization\nBowel obstruction within the last 30 days before screening visit\nLiver cirrhosis ≥ grade B according to Child-Pugh Score-Classification\nPresence of any acute or chronic systemic infection\nRadiotherapy within 4 weeks before randomization\nMajor surgical procedures, or open biopsy within 4 weeks before randomization\nFine needle aspiration within 7 days before randomization\nChronic concurrent therapy within 2 weeks before and during the double-blind study period with:\nCorticosteroids (except steroids for adrenal failure) or immunosuppressive agents\nAntibiotics\nBevacizumab\nAny epidermal growth factor receptor inhibitor\nChemotherapy except gemcitabine before Day 10\nMulti-drug resistant gram-negative germ\nPregnancy\nLactation\nInability to comply with study and/or follow-up procedures\nHistory of other disease, metabolic dysfunction, physical examination finding, or clinical laboratory finding giving reasonable suspicion of a disease or condition that contraindicates the use of an investigational drug or that might affect the interpretation of the study results or render the patient at high risk for treatment complications\nWomen of childbearing potential\nAny history of drug hypersensitivity\nAny condition which results in an undue risk for the patient during the study participation according to the investigator""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability\n[ Time Frame: 38 days ]\n\nNumber of dose-limiting toxicities and maximum tolerated dose""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Immune response\n[ Time Frame: Up to 24 months ]\n\nNumber of immune positive patients""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Tumor staging\n[ Time Frame: Up to 24 months ]\n\nTumor staging according to RECIST criteria""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Tumor perfusion\n[ Time Frame: Up to 24 months ]\n\nTumor perfusion determined by DCE-MRI""}]",[],2011-12-05,Completed
NCT01486329,4,6,2014-06-26,"Active, not recruiting",2011-12-01,2014-10-01,Anticipated,"[""Inclusion Criteria:\n\nWritten informed consent, signed and dated\nLocally advanced, inoperable and stage IV pancreatic cancer patients according to UICC based on diagnostic imaging using computer-tomography (CT) or histological examinations\nMale or post-menopausal female\nAge above or equal to 18 years\nChemotherapy naïve within 60 days before screening visit except gemcitabine treatment\nKarnovsky index >70\nLife expectancy >3 months\nAdequate renal, hepatic, and bone marrow function\nAbsolute neutrophil count >1500/µL\nHemoglobin >10 g/dL\nPlatelets >75000/µL\nProthrombin time and international normalized ratio (INR) <1.5 times upper limit of normal (ULN) (except under anticoagulant treatment)\nAspartate aminotransferase <4 times ULN\nAlanine aminotransferase <4 times ULN\nTotal bilirubin <3 times ULN\nCreatinine clearance estimated according to Cockcroft-Gault >30 mL/min\nProteinuria <1 g protein on 24 h urine collection\n\nExclusion Criteria:\n\nState after pancreas resection (complete or partial)\nResectable disease\nDrug trial participation within 60 days before screening visit\nOther previous or current malignancy except basal or squamous cell skin cancer, in situ cervical cancer, or any other cancer from which the patient has been disease-free for <2 years\nPrior vaccination with Ty21a\nCardiovascular disease defined as:\nUncontrolled hypertension (systolic blood pressure >160 mmHg or diastolic blood pressure >100 mmHg)\nArterial thromboembolic event within 6 months before randomization including:\nMyocardial infarction\nUnstable angina pectoris\nCerebrovascular accident\nTransient ischemic attack\nCongestive heart failure New York Heart Association grade III to IV\nSerious ventricular arrhythmia requiring medication\nClinically significant peripheral artery disease > grade 2b according to Fontaine\nHemoptysis within 6 months before randomization\nEsophageal varices\nUpper or lower gastrointestinal bleeding within 6 months before randomization\nSignificant traumatic injury within 4 weeks before randomization\nNon-healing wound, bone fracture or any history of gastrointestinal ulcers within three years before inclusion, or positive gastroscopy within 3 months before inclusion\nGastrointestinal fistula\nThrombolysis therapy within 4 weeks before randomization\nBowel obstruction within the last 30 days before screening visit\nLiver cirrhosis ≥ grade B according to Child-Pugh Score-Classification\nPresence of any acute or chronic systemic infection\nRadiotherapy within 4 weeks before randomization\nMajor surgical procedures, or open biopsy within 4 weeks before randomization\nFine needle aspiration within 7 days before randomization\nChronic concurrent therapy within 2 weeks before and during the double-blind study period with:\nCorticosteroids (except steroids for adrenal failure) or immunosuppressive agents\nAntibiotics\nBevacizumab\nAny epidermal growth factor receptor inhibitor\nChemotherapy except gemcitabine before Day 10\nMulti-drug resistant gram-negative germ\nPregnancy\nLactation\nInability to comply with study and/or follow-up procedures\nHistory of other disease, metabolic dysfunction, physical examination finding, or clinical laboratory finding giving reasonable suspicion of a disease or condition that contraindicates the use of an investigational drug or that might affect the interpretation of the study results or render the patient at high risk for treatment complications\nWomen of childbearing potential\nAny history of drug hypersensitivity\nAny condition which results in an undue risk for the patient during the study participation according to the investigator""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability\n[ Time Frame: 38 days ]\n\nNumber of dose-limiting toxicities and maximum tolerated dose""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Immune response\n[ Time Frame: Up to 24 months ]\n\nNumber of immune positive patients""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Tumor staging\n[ Time Frame: Up to 24 months ]\n\nTumor staging according to RECIST criteria""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Tumor perfusion\n[ Time Frame: Up to 24 months ]\n\nTumor perfusion determined by DCE-MRI""}]",[],2011-12-05,Completed
NCT01486329,5,6,2014-07-07,"Active, not recruiting",2011-12-01,2014-10-01,Anticipated,"[""Inclusion Criteria:\n\nWritten informed consent, signed and dated\nLocally advanced, inoperable and stage IV pancreatic cancer patients according to UICC based on diagnostic imaging using computer-tomography (CT) or histological examinations\nMale or post-menopausal female\nAge above or equal to 18 years\nChemotherapy naïve within 60 days before screening visit except gemcitabine treatment\nKarnovsky index >70\nLife expectancy >3 months\nAdequate renal, hepatic, and bone marrow function\nAbsolute neutrophil count >1500/µL\nHemoglobin >10 g/dL\nPlatelets >75000/µL\nProthrombin time and international normalized ratio (INR) <1.5 times upper limit of normal (ULN) (except under anticoagulant treatment)\nAspartate aminotransferase <4 times ULN\nAlanine aminotransferase <4 times ULN\nTotal bilirubin <3 times ULN\nCreatinine clearance estimated according to Cockcroft-Gault >30 mL/min\nProteinuria <1 g protein on 24 h urine collection\n\nExclusion Criteria:\n\nState after pancreas resection (complete or partial)\nResectable disease\nDrug trial participation within 60 days before screening visit\nOther previous or current malignancy except basal or squamous cell skin cancer, in situ cervical cancer, or any other cancer from which the patient has been disease-free for <2 years\nPrior vaccination with Ty21a\nCardiovascular disease defined as:\nUncontrolled hypertension (systolic blood pressure >160 mmHg or diastolic blood pressure >100 mmHg)\nArterial thromboembolic event within 6 months before randomization including:\nMyocardial infarction\nUnstable angina pectoris\nCerebrovascular accident\nTransient ischemic attack\nCongestive heart failure New York Heart Association grade III to IV\nSerious ventricular arrhythmia requiring medication\nClinically significant peripheral artery disease > grade 2b according to Fontaine\nHemoptysis within 6 months before randomization\nEsophageal varices\nUpper or lower gastrointestinal bleeding within 6 months before randomization\nSignificant traumatic injury within 4 weeks before randomization\nNon-healing wound, bone fracture or any history of gastrointestinal ulcers within three years before inclusion, or positive gastroscopy within 3 months before inclusion\nGastrointestinal fistula\nThrombolysis therapy within 4 weeks before randomization\nBowel obstruction within the last 30 days before screening visit\nLiver cirrhosis ≥ grade B according to Child-Pugh Score-Classification\nPresence of any acute or chronic systemic infection\nRadiotherapy within 4 weeks before randomization\nMajor surgical procedures, or open biopsy within 4 weeks before randomization\nFine needle aspiration within 7 days before randomization\nChronic concurrent therapy within 2 weeks before and during the double-blind study period with:\nCorticosteroids (except steroids for adrenal failure) or immunosuppressive agents\nAntibiotics\nBevacizumab\nAny epidermal growth factor receptor inhibitor\nChemotherapy except gemcitabine before Day 10\nMulti-drug resistant gram-negative germ\nPregnancy\nLactation\nInability to comply with study and/or follow-up procedures\nHistory of other disease, metabolic dysfunction, physical examination finding, or clinical laboratory finding giving reasonable suspicion of a disease or condition that contraindicates the use of an investigational drug or that might affect the interpretation of the study results or render the patient at high risk for treatment complications\nWomen of childbearing potential\nAny history of drug hypersensitivity\nAny condition which results in an undue risk for the patient during the study participation according to the investigator""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability\n[ Time Frame: 38 days ]\n\nNumber of dose-limiting toxicities and maximum tolerated dose""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Immune response\n[ Time Frame: Up to 24 months ]\n\nNumber of immune positive patients""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Tumor staging\n[ Time Frame: Up to 24 months ]\n\nTumor staging according to RECIST criteria""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Tumor perfusion\n[ Time Frame: Up to 24 months ]\n\nTumor perfusion determined by DCE-MRI""}]",[],2011-12-05,Completed
NCT01486329,6,6,2015-06-05,Completed,2011-12-01,2014-10-01,Actual,"[""Inclusion Criteria:\n\nWritten informed consent, signed and dated\nLocally advanced, inoperable and stage IV pancreatic cancer patients according to UICC based on diagnostic imaging using computer-tomography (CT) or histological examinations\nMale or post-menopausal female\nAge above or equal to 18 years\nChemotherapy naïve within 60 days before screening visit except gemcitabine treatment\nKarnovsky index >70\nLife expectancy >3 months\nAdequate renal, hepatic, and bone marrow function\nAbsolute neutrophil count >1500/µL\nHemoglobin >10 g/dL\nPlatelets >75000/µL\nProthrombin time and international normalized ratio (INR) <1.5 times upper limit of normal (ULN) (except under anticoagulant treatment)\nAspartate aminotransferase <4 times ULN\nAlanine aminotransferase <4 times ULN\nTotal bilirubin <3 times ULN\nCreatinine clearance estimated according to Cockcroft-Gault >30 mL/min\nProteinuria <1 g protein on 24 h urine collection\n\nExclusion Criteria:\n\nState after pancreas resection (complete or partial)\nResectable disease\nDrug trial participation within 60 days before screening visit\nOther previous or current malignancy except basal or squamous cell skin cancer, in situ cervical cancer, or any other cancer from which the patient has been disease-free for <2 years\nPrior vaccination with Ty21a\nCardiovascular disease defined as:\nUncontrolled hypertension (systolic blood pressure >160 mmHg or diastolic blood pressure >100 mmHg)\nArterial thromboembolic event within 6 months before randomization including:\nMyocardial infarction\nUnstable angina pectoris\nCerebrovascular accident\nTransient ischemic attack\nCongestive heart failure New York Heart Association grade III to IV\nSerious ventricular arrhythmia requiring medication\nClinically significant peripheral artery disease > grade 2b according to Fontaine\nHemoptysis within 6 months before randomization\nEsophageal varices\nUpper or lower gastrointestinal bleeding within 6 months before randomization\nSignificant traumatic injury within 4 weeks before randomization\nNon-healing wound, bone fracture or any history of gastrointestinal ulcers within three years before inclusion, or positive gastroscopy within 3 months before inclusion\nGastrointestinal fistula\nThrombolysis therapy within 4 weeks before randomization\nBowel obstruction within the last 30 days before screening visit\nLiver cirrhosis ≥ grade B according to Child-Pugh Score-Classification\nPresence of any acute or chronic systemic infection\nRadiotherapy within 4 weeks before randomization\nMajor surgical procedures, or open biopsy within 4 weeks before randomization\nFine needle aspiration within 7 days before randomization\nChronic concurrent therapy within 2 weeks before and during the double-blind study period with:\nCorticosteroids (except steroids for adrenal failure) or immunosuppressive agents\nAntibiotics\nBevacizumab\nAny epidermal growth factor receptor inhibitor\nChemotherapy except gemcitabine before Day 10\nMulti-drug resistant gram-negative germ\nPregnancy\nLactation\nInability to comply with study and/or follow-up procedures\nHistory of other disease, metabolic dysfunction, physical examination finding, or clinical laboratory finding giving reasonable suspicion of a disease or condition that contraindicates the use of an investigational drug or that might affect the interpretation of the study results or render the patient at high risk for treatment complications\nWomen of childbearing potential\nAny history of drug hypersensitivity\nAny condition which results in an undue risk for the patient during the study participation according to the investigator""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability\n[ Time Frame: 38 days ]\n\nNumber of dose-limiting toxicities and maximum tolerated dose""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Immune response\n[ Time Frame: Up to 24 months ]\n\nNumber of immune positive patients""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Tumor staging\n[ Time Frame: Up to 24 months ]\n\nTumor staging according to RECIST criteria""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Tumor perfusion\n[ Time Frame: Up to 24 months ]\n\nTumor perfusion determined by DCE-MRI""}]",[],2011-12-05,Completed
NCT00359918,1,5,2006-08-01,Recruiting,2006-08-01,NA,NA,"[""Inclusion Criteria:\n\nAngina pectoris < 3 hours\nST-elevation myocardial infarction\n\nExclusion Criteria:\n\nActive bleeding\nActive gastric ulcus\nPrevious stroke\nUncontrolled hypertension (> 200 mmHg)\nCerebral surgery < 8 weeks\nMajor surgery < 4 weeks\nMalignancy\nTreatment with coumadine\nPregnancy""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Infarct size and microvascular obstruction assessed by MRI""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Clinical endpoints (bleeding, death, Re-MI, stroke)""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""ST-segment resolution""}]",[],2006-08-01,Completed
NCT00359918,2,5,2006-09-07,Recruiting,2006-08-01,NA,NA,"[""Inclusion Criteria:\n\nAngina pectoris < 3 hours\nST-elevation myocardial infarction\n\nExclusion Criteria:\n\nActive bleeding\nActive gastric ulcus\nPrevious stroke\nUncontrolled hypertension (> 200 mmHg)\nCerebral surgery < 8 weeks\nMajor surgery < 4 weeks\nMalignancy\nTreatment with coumarines\nPregnancy""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Infarct size and microvascular obstruction assessed by MRI""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Clinical endpoints (bleeding, death, Re-MI, stroke)""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""ST-segment resolution""}]",[],2006-08-01,Completed
NCT00359918,3,5,2007-04-19,Recruiting,2006-08-01,NA,NA,"[""Inclusion Criteria:\n\nAngina pectoris < 3 hours\nST-elevation myocardial infarction\n\nExclusion Criteria:\n\nActive bleeding\nActive gastric ulcus\nPrevious stroke\nUncontrolled hypertension (> 200 mmHg)\nCerebral surgery < 8 weeks\nMajor surgery < 4 weeks\nMalignancy\nTreatment with coumarines\nPregnancy""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Infarct size and microvascular obstruction assessed by MRI""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Clinical endpoints (bleeding, death, Re-MI, stroke)""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""ST-segment resolution""}]",[],2006-08-01,Completed
NCT00359918,4,5,2009-08-06,Completed,2006-08-01,2009-08-01,Actual,"[""Inclusion Criteria:\n\nAngina pectoris < 3 hours\nST-elevation myocardial infarction\n\nExclusion Criteria:\n\nActive bleeding\nActive gastric ulcus\nPrevious stroke\nUncontrolled hypertension (> 200 mmHg)\nCerebral surgery < 8 weeks\nMajor surgery < 4 weeks\nMalignancy\nTreatment with coumarines\nPregnancy""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Infarct size and microvascular obstruction assessed by MRI\n[ Time Frame: 1-6 days ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Clinical endpoints (bleeding, death, Re-MI, stroke)""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""ST-segment resolution""}]",[],2006-08-01,Completed
NCT00359918,5,5,2018-06-21,Completed,2006-08-01,2009-08-01,Actual,"[""Inclusion Criteria:\n\nAngina pectoris < 3 hours\nST-elevation myocardial infarction\n\nExclusion Criteria:\n\nActive bleeding\nActive gastric ulcus\nPrevious stroke\nUncontrolled hypertension (> 200 mmHg)\nCerebral surgery < 8 weeks\nMajor surgery < 4 weeks\nMalignancy\nTreatment with coumarines\nPregnancy""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Infarct size and microvascular obstruction assessed by MRI\n[ Time Frame: 1-6 days ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Clinical endpoints (bleeding, death, Re-MI, stroke)\n[ Time Frame: 30 days ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""ST-segment resolution\n[ Time Frame: 90 min ]""}]",[],2006-08-01,Completed
